_id,CREATIONDATE,OBJECTDESC,TITLE,CLOSEDDATETIME,CASECLOSUREREASONDESCRIPTION
144,2025-07-27 00:00:00,"7101 W HAMPTON AV, MILWAUKEE, WI, 53218-4813",Street Light Out,2025-07-28 00:00:00,"Street light comes on irregularly, concrete pole deteriorating, and lower support band is broken."
145,2025-07-27 00:00:00,"3271 S 22ND ST, MILWAUKEE, WI, 53215-4406",Potholes,,The whole section of road seems to be crumbling
146,2025-07-27 00:00:00,"9826 W MENOMONEE PARK CT, MILWAUKEE, WI, 53225-2501",Bulky Pickup & San Inspector Notification,,Sectional/sofa pick up
147,2025-07-27 00:00:00,"2720 S HOWELL AV, MILWAUKEE, WI, 53207-2014","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,Yard bags with clippings and brush.  Loose tree branches cut to the proper length.
148,2025-07-27 00:00:00,"4408 N 63RD ST, MILWAUKEE, WI, 53218-5547",Garbage Cart: Damaged,,Replace the damaged garbage cart.
149,2025-07-27 00:00:00,"359 E ROSEDALE AV, MILWAUKEE, WI, 53207-2067",Miscellaneous Street Maintenance Request,,A  CHUNK OF CONCRETE FROM THE CURB BROKE OFF AND  NEEDS TO BE REMOVED.
150,2025-07-27 00:00:00,"228 N 79TH ST, MILWAUKEE, WI, 53213-3430","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,
151,2025-07-27 00:00:00,"3303 A S 87TH CT, MILWAUKEE, WI, 53227-4517",Bulky Pickup & San Inspector Notification,,Twin mattress needing pick up
152,2025-07-27 00:00:00,3019 S NEVADA ST,Exterior of Building in Disrepair,,We have submitted a complaint before about the nuisance weeds on 3019 S Nevada St. they are continuing to overgrow and tangle with our vegetables. We take very good care of our yard and no one has done anything about the landlord letting his property overgrow. The gutters are also growing weeds in them. A lawn service came but for whatever reason didn’t touch the weeds in the parking area. There is currently a renter who has to trudge through all of these weeds.
153,2025-07-27 00:00:00,"3019 S NEVADA ST, MILWAUKEE, WI, 53207-2428",Gutters Defective,,The gutters on 3019 S Nevada Street are growing weeds in them and cause water to flood our basement from the gangway when it rains. The fallen branch has been sitting on the roof for WEEKS. The gangway also has weeds that grow INTO the basement window of our property periodically. This owner does not take care of his property like he is supposed to if he is renting it out. Someone from the city came by and looked at this property but nothing has been done. We have not been able to get into contact with the owner. He is an absentee landlord.
154,2025-07-27 00:00:00,"3501 W CENTER ST, MILWAUKEE, WI, 53210-0000",Special Pickup - Accident Debris,,Major car debris on s/E corner and e/b curb line
155,2025-07-26 00:00:00,"1726 N 1ST ST, MILWAUKEE, WI, 53212-0000",Bulky Pickup & San Inspector Notification,,Bulky item pickup for a 3 piece couch (no cushions) and a console table
156,2025-07-26 00:00:00,"3053 N 76TH ST, MILWAUKEE, WI, 53222-0000",Dead Animal,,Dead animal in Medium
157,2025-07-26 00:00:00,"4709 N 44TH ST, MILWAUKEE, WI, 53218-5204","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,
158,2025-07-26 00:00:00,"3804 S 96TH ST, MILWAUKEE, WI, 53228-1441",Garbage Cart: Damaged,,Wheel is damaged and off the hub. Cannot fix myself without damaging wheel. Cart is kept behind garage when it is not garbage collection day.
159,2025-07-26 00:00:00,"2847 N PALMER ST, MILWAUKEE, WI, 53212-2435",Garbage Supervisor Callback,,No one has picked up our garnagetrash in over a week. Please send me the times they are suppose to be here.
160,2025-07-26 00:00:00,"3538 S 93RD ST, MILWAUKEE, WI, 53228-1546",Weeds and Tall Grass Complaint,,Weeds in front yard
161,2025-07-26 00:00:00,"2608 W BURLEIGH ST, MILWAUKEE, WI, 53206-1207",Weeds and Tall Grass Complaint,,Weeds in front yard
162,2025-07-26 00:00:00,"3910 N 93RD ST, MILWAUKEE, WI, 53222-2510","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,Brush pick up
163,2025-07-26 00:00:00,"1003 N 22ND ST, MILWAUKEE, WI, 53233-0000",Weeds and Tall Grass Complaint,,"corner lot has not been maintained in over 2 months. significant invasive species on the verge and in the lot itself. no mo may and planters are one thing, lack of control is another. invasive species are spreading to adjacent areas and Lawns"
164,2025-07-26 00:00:00,"2024 N HI MOUNT BL, MILWAUKEE, WI, 53208-1766","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,
165,2025-07-26 00:00:00,"6106 W FOND DU LAC AV, MILWAUKEE, WI, 53218-5631",Parking Enforcement X8350 Internal Transfer,2025-07-26 00:00:00,C2529776 PEO notes suggest contacting MPD
166,2025-07-26 00:00:00,"6106 W FOND DU LAC AV, MILWAUKEE, WI, 53218-5631",Police Internal Transfer,2025-07-26 00:00:00,C2529776
167,2025-07-26 00:00:00,"1905 N 56TH ST, MILWAUKEE, WI, 53208-1607",Trim City Tree,,Tree growing over house
168,2025-07-26 00:00:00,"3157 S INDIANA AV, MILWAUKEE, WI, 53207-3034",Potholes,,small hole in center of S. Indiana @ Fernwood
169,2025-07-26 00:00:00,"2814 N COLONIAL DR, MILWAUKEE, WI, 53222-4533","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,2nd request to pick up brush from tree and bush trimming
170,2025-07-26 00:00:00,"2564 S BURRELL ST, MILWAUKEE, WI, 53207-1553",Bulky Pickup & San Inspector Notification,,"Dresser, couch-both in pieces"
171,2025-07-26 00:00:00,"5404 W MELVINA ST, MILWAUKEE, WI, 53216-2219",Miscellaneous Internal Transfer,2025-07-26 00:00:00,"2150 BBD blocking street - confirmed already reported to Forestry 7/26.   It’s 12 inches thick, over 20 ft long, and blocking all lanes."
172,2025-07-26 00:00:00,"3042 S 46TH ST, MILWAUKEE, WI, 53219-3428","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,"One large pile of Shrubbery Trimmings/Brush in front of house at curb. 
Thank you!"
173,2025-07-26 00:00:00,"1511 N FRANKLIN PL, MILWAUKEE, WI, 53202-2211",INFO ONLY: Parking Violations Information,2025-07-26 00:00:00,"No parking sign posted, not valid spot"
174,2025-07-26 00:00:00,"2942 N 55TH ST, MILWAUKEE, WI, 53210-1561",Garbage Cart: No Cart,,
175,2025-07-26 00:00:00,"4743 N 91ST ST, MILWAUKEE, WI, 53225-0000",Branches or Bushes Encroaching Alley,,Branches are hanging over power line in alley
176,2025-07-26 00:00:00,"4702 N 91ST ST, MILWAUKEE, WI, 53225-4908","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,
177,2025-07-26 00:00:00,"4702 N 91ST ST, MILWAUKEE, WI, 53225-4908","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,"Behind garage on 4741 n 91st Milwaukee in alley, house at end"
178,2025-07-26 00:00:00,"4754 S 24TH ST, MILWAUKEE, WI, 53221-2914","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,tree branches between sidewalk and street north of driveway
179,2025-07-26 00:00:00,"5921 S 20TH ST, MILWAUKEE, WI, 53221-5010","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,Requesting brush pickup
180,2025-07-26 00:00:00,"648 W PIERCE ST, MILWAUKEE, WI, 53204-1719",Branches or Bushes Encroaching Sidewalk,,Over grown grass and weeds. Recurring problem with this property.
181,2025-07-26 00:00:00,"1523 S MUSKEGO AV, MILWAUKEE, WI, 53204-2725",Missed Collection: Recycling,,
182,2025-07-26 00:00:00,"1137 N 15TH ST, MILWAUKEE, WI, 53233-1218",Missed Collection: Recycling,,"Can was at curb during designated time, but have done had to return it to the house as people were putting trash in it. There is a clear path to the recycling can"
183,2025-07-26 00:00:00,"5903 N 76TH ST, MILWAUKEE, WI, 53218-1846",Special Pickup - Accident Debris,,
184,2025-07-26 00:00:00,"3462 N 94TH ST, MILWAUKEE, WI, 53222-3554","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,
185,2025-07-26 00:00:00,"1931 E NEWBERRY BL, MILWAUKEE, WI, 53211-3657",Trim City Tree,,Tree branches approaching (almost touching) our house senond floor patio.
186,2025-07-26 00:00:00,"5753 S 20TH ST, MILWAUKEE, WI, 53221-4318","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,Brush located on Birchwood.
187,2025-07-26 00:00:00,"4334 N 81ST ST, MILWAUKEE, WI, 53222-1913","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,
188,2025-07-26 00:00:00,"4328 N 81ST ST, MILWAUKEE, WI, 53222-1913","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,
189,2025-07-26 00:00:00,"2950 N 69TH ST, MILWAUKEE, WI, 53210-1215","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,Tree branches
190,2025-07-26 00:00:00,"5919 W MAIN ST, MILWAUKEE, WI, 53214-1848",Rats or Rat Harborage,,Notice rats in my backyard and by my garage. Have plugged numerous holes but they still dig
191,2025-07-26 00:00:00,"5656 S HONEY CREEK DR, MILWAUKEE, WI, 53221-4014","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,Hedge trimmings
192,2025-07-26 00:00:00,"2121 S ALLIS ST, MILWAUKEE, WI, 53207-0000",Branches or Bushes Encroaching Sidewalk,,near ward and archer intersection
193,2025-07-26 00:00:00,"4834 N 76TH ST, MILWAUKEE, WI, 53218-3825",Bulky Pickup & San Inspector Notification,,"Tenant items left behind. Area rug, broken vacuums, and a few other things"
194,2025-07-26 00:00:00,"3118 N 33RD ST, MILWAUKEE, WI, 53216-0000",Construction Concerns,,this is pathetic how they left the street. instead of fixing prior problems they are adding obstacles and leaving holes in the damn streets! this whole project is unacceptable
195,2025-07-26 00:00:00,"3033 W KILBOURN AV, MILWAUKEE, WI, 53208-3414","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,
196,2025-07-26 00:00:00,"601 E KEEFE AV, MILWAUKEE, WI, 53212-1612",Recycling Cart: Delete,,Please remove one of the recycling carts. We only have room for one recycling cart.
197,2025-07-26 00:00:00,"3140 S NEW YORK AV, MILWAUKEE, WI, 53207-3039",Street Light Out,2025-07-27 00:00:00,Yesterday two different trucks came through after a request was put in and it was marked as resolved and lights were working.. they aren’t. The one directly across from 3144 has not come on in over a week.
198,2025-07-26 00:00:00,"2712 N 11TH ST, MILWAUKEE, WI, 53206-3258","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,
199,2025-07-26 00:00:00,"2712 N 11TH ST, MILWAUKEE, WI, 53206-3258",Garbage Cart Collection Request: Cart Not at Collection Point,,"Garbage cans were never dumped, they never came around to dump them. They were at the collection point at 6:00a.m. Friday morning July 25, 2025."
200,2025-07-26 00:00:00,"4459 S HOWELL AV, MILWAUKEE, WI, 53207-5031","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,
201,2025-07-26 00:00:00,"3946 N 29TH ST, MILWAUKEE, WI, 53216-2639",Trim City Tree,,The branches of the trees have encroached upon our home. We are concerned about our roof and gutters. We also fear squirrels entering the attic. The branches need to be cut back SIGNIFICANTLY ASAP. Thank you.
202,2025-07-26 00:00:00,"2517 N GRANT BL, MILWAUKEE, WI, 53210-2943",Bulky Pickup & San Inspector Notification,,Small pile of leaves and branches in front of 2517 N. Grant Blvd. alley
203,2025-07-26 00:00:00,"2868 N 10TH LA, MILWAUKEE, WI, 53206-0000",Missed Collection: Garbage,,"The garbage has not been collected for weeks, and the alley is now filled with trash, creating a serious obstruction that makes it nearly impossible to drive through.  in the alley of 2860 Nth 10th lane."
204,2025-07-26 00:00:00,"1028 W HADLEY ST, MILWAUKEE, WI, 53206-3239",Missed Collection: Recycling,,Recycling has not been picked upin weeks.
205,2025-07-26 00:00:00,"1008 W HADLEY ST, MILWAUKEE, WI, 53206-3239",Missed Collection: Additional Items,,"The alley is filled with trash, creating a serious obstruction that makes it  impossible to drive through. Immediate action is required to address this issue."
206,2025-07-26 00:00:00,"2517 N GRANT BL, MILWAUKEE, WI, 53210-2943",Pothole in Alley,,"Lots of potholes are before and after the utility pole. I requested repair of the alley a month ago and only half were filled. Please repair/fill ALL THE POTHOLES FROM 2517 to the end of the alley heading south. ALSO, PLEASE REPAVE THIS PORTION OF THE ALLEY STARTING AT 2542 TO THE END/SOUTH.  THERE IS 50-60 FEET THAT WAS NOT PREVIOUSLY REPAVED BUT THE REST OF THE ALLEY WAS REPAVED. WE PAY TAXES TOO!"
207,2025-07-26 00:00:00,"5805 N 41ST ST, MILWAUKEE, WI, 53209-3928",Scattered Litter and Debris on Private Property,,My neighbor is dumping garbage on my yard and in front of my house in the street.it has been consistently since last week and it’s all over the road.
208,2025-07-26 00:00:00,"3162 N 14TH ST, MILWAUKEE, WI, 53206-2767",Nuisance Vehicle on Private Property,,The house is vacant and abandoned. This vehicle has been parked here for several days. There has been stolen vehicle activity in the area during recent weeks.
209,2025-07-26 00:00:00,"7139 N 43RD ST, MILWAUKEE, WI, 53209-2220",Garbage Cart Collection Request: Cart Not at Collection Point,,The neighbors said the garbage men said they won’t take the garbage
210,2025-07-26 00:00:00,"2500 N HOLTON ST, MILWAUKEE, WI, 53212-2927",Special Services Miscellaneous,,MPD called about a man going through the alley turning over all garbage carts. In the alley between Holton St and Booth St. Need a clean up.
211,2025-07-26 00:00:00,"308 E HADLEY ST, MILWAUKEE, WI, 53212-2516",Scattered Litter and Debris on Private Property,,"Over grown weeds on east side of home encroaching 312 E. Hadley St. My tenants at 312-314 have complained to me repeatedly about this. They have talked to the tenants without any action. Not sure what can be done about this, but thank you in advance for your help."
212,2025-07-26 00:00:00,"4321 N 25TH ST, MILWAUKEE, WI, 53209-6655",Missed Collection: Garbage,,
213,2025-07-26 00:00:00,"2443 N PIERCE ST, MILWAUKEE, WI, 53212-2936",Garbage Cart: Missing,,Only two should be 3 garbage carts
214,2025-07-26 00:00:00,"2929 N SUMMIT AV, MILWAUKEE, WI, 53211-3441",Garbage Cart: Damaged,,Our garbage cart is the only cart on the block that isn’t the new cart. Because of this it is structurally in firm and hard to maneuver. It very old. Though the biggest problem are the preexisting holes in the garbage can. Waste unavoidably extrudes from the carts bottom. For whatever reason our cart has not been updated to the new city cart.
215,2025-07-26 00:00:00,"3628 N 80TH ST, MILWAUKEE, WI, 53222-2920",Other Miscellaneous Forestry Request,,"Tree branches hanging down into the street 
3628 N 80th St"
216,2025-07-26 00:00:00,"3322 N 93RD ST, MILWAUKEE, WI, 53222-3513",Bulky Pickup & San Inspector Notification,,
217,2025-07-26 00:00:00,"5505 W MELVINA ST, MILWAUKEE, WI, 53216-2220",Broken Branch Down - Blocking Street,,
218,2025-07-26 00:00:00,"2651 S SHORE DR, MILWAUKEE, WI, 53207-2321","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,Please pick up small pile of leaves and branches by driveway of 2651 S Shore Dr. Thank you!
219,2025-07-26 00:00:00,"2837 S WENTWORTH AV, MILWAUKEE, WI, 53207-2546",Broken Branch Hanging - Other,,broken branch hung up in tree in front of this
220,2025-07-26 00:00:00,"6538 N 49TH CT, MILWAUKEE, WI, 53223-6006","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,
221,2025-07-26 00:00:00,"4717 N 54TH ST, MILWAUKEE, WI, 53218-5025","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,Brush pickup
222,2025-07-26 00:00:00,"3866 N 38TH ST, MILWAUKEE, WI, 53216-3014",City Tree Split,,branch splitting from tree could fall at any time
223,2025-07-26 00:00:00,"1421 N 48TH ST, MILWAUKEE, WI, 53208-2244","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,
224,2025-07-26 00:00:00,"100 N 75TH ST, MILWAUKEE, WI, 53213-3516",Bulky Pickup & San Inspector Notification,,"1 Queen mattress and box spring.  A queen mattress is approx 1.25 cubic yards, so figure queen + box spring is approximately 2.5 cubic yards."
225,2025-07-26 00:00:00,"3206 S 42ND ST, MILWAUKEE, WI, 53215-4033",Garbage Cart: Damaged,,Cart is damaged and split down the front
226,2025-07-26 00:00:00,"3206 S 42ND ST, MILWAUKEE, WI, 53215-4033","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,Shrubs and small branches
227,2025-07-26 00:00:00,"2839 N 49TH ST, MILWAUKEE, WI, 53210-1652",INFO ONLY: Parking Violations Information,2025-07-26 00:00:00,"Private property complaint, not on site.  Will call back later when available to meet PEO"
228,2025-07-26 00:00:00,"4767 N 106TH ST, MILWAUKEE, WI, 53225-4522",*Field Only* Illegal Dumping,,"Someone dumped a large pile of branches cut from a tree off in the middle of alley, forestry came out and cut it up and moved it to the side it's still blocking some-what please pick up"
229,2025-07-26 00:00:00,1211 E CONWAY ST,Potholes,,Car Ferry Drive - going east.  North of U.S. Marine Corp. Reserve. Two deep holes. Thank you.
230,2025-07-26 00:00:00,"3160 N 9TH ST, MILWAUKEE, WI, 53206-3247","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,Please pickup brush
231,2025-07-26 00:00:00,"4035 N 19TH ST, MILWAUKEE, WI, 53209-6803",Broken Branch Down - Blocking Sidewalk,,Broken branch blocking sidewalk
232,2025-07-26 00:00:00,"7467 W OHIO AV, MILWAUKEE, WI, 53219-3918","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,Lilac branches from property that were bending my fence.
233,2025-07-26 00:00:00,"2213 N 48TH ST, MILWAUKEE, WI, 53208-1124","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,
234,2025-07-26 00:00:00,"5730 W HOWARD AV, MILWAUKEE, WI, 53220-2065",Missed Collection: Garbage,,Garbage bin has been on the curb since Wednesday night - supposed to get collected by Thursday.
